query_id,query,gold_passage,hit_at_1,hit_at_5,mrr_score,ndcg_at_10,recall_at_10
12116,what is the tallest horse,"At 210.2 cm (82.75), 11-year-old Belgian gelding Big Jake stands as the world's ",1,1,1.0,1.0,1.0
10679,what is biphasic action potential,"When the nerve is damaged,the action potential remains between the electrodes an",1,1,1.0,1.0,1.0
10126,calories in a rasgulla,Calories. A serving of rasgulla has a total of about 186 calories. Carbohydrates,1,1,1.0,1.0,1.0
17680,what chamber of the heart do the anterior and posterior vena cava open,The superior vena cava and inferior vena cava drain systemic venous blood into t,1,1,1.0,1.0,1.0
16483,what does scalability mean in programming,up vote 12 down vote accepted. Scalability is the ability of a program to scale.,1,1,1.0,1.0,1.0
14636,what part of the brain is linked with cognitive function,"The cerebellum plays an important role in balance, motor control, but is also in",0,1,0.5,0.6309297535714575,1.0
19070,definition of gene locus,Example of bands. A locus (plural loci) is the specific location or position of ,1,1,1.0,1.0,1.0
12961,what is a retroperitoneal mass definition,Retroperitoneal masses: Introduction. Retroperitoneal masses: Retroperitoneal ma,1,1,1.0,1.0,1.0
15235,what is vietnamese food,"Vietnamese cuisine encompasses the foods and beverages of Vietnam, and features ",1,1,1.0,1.0,1.0
12277,what tyt means,The Young Turks (TYT) is an online American liberal / progressive political and ,1,1,1.0,1.0,1.0
14737,what chemical is in sparklers,"Click to Enlarge. It’s Fireworks Night here in the UK tomorrow, which means fire",1,1,1.0,1.0,1.0
18766,which problem caused the most debated during the constitutional convention,Lesson 2: The Question of Representation at the 1787 Convention. When the delega,1,1,1.0,1.0,1.0
11908,WHat states do alligators live in,"American alligators are most commonly found in the southeastern United States, s",1,1,1.0,1.0,1.0
11747,how much deposit do you pay on exchange,You will have to pay a deposit on exchange of contracts a few weeks before the p,1,1,1.0,1.0,1.0
10515,what type of toxin is arsenic,Summary: Arsenic is a naturally occurring element widely distributed in the eart,1,1,1.0,1.0,1.0
15929,what is sneezing,"Sneezing, or sternutation, is a strong, sudden, uncontrolled burst of air throug",1,1,1.0,1.0,1.0
19415,is helicobacter pylori in your stomach dangerous,Helicobacter pylori (H. pylori) is a type of bacteria. These germs can enter you,1,1,1.0,1.0,1.0
14650,what is degenerative scoliosis,Adult degenerative scoliosis is a condition where a right-left or lateral curve ,1,1,1.0,1.0,1.0
19548,does playing tennis burn calories,A vigorous game of singles tennis can expect to burn between 528 and 872 calorie,1,1,1.0,1.0,1.0
14037,The DNA in eukaryotes is found in:,The major difference between prokaryotic and eukaryotic cells is the location of,1,1,1.0,1.0,1.0
17858,what is microscopic colitis disease,Microscopic colitis refers to two related medical conditions which cause diarrhe,1,1,1.0,1.0,1.0
18395,what is normal lymphocytes range,The normal range of lymphocytes in the blood is usually between 1200 and 3200 ly,1,1,1.0,1.0,1.0
19222,what zone is carpal tunnel in hand,Carpal tunnel syndrome is a common condition caused by compression of the median,1,1,1.0,1.0,1.0
11568,selu annual cost of housing,Annual Total Cost. The total list price for in-state Louisiana residents to go t,1,1,1.0,1.0,1.0
18888,can you load amazon prime movies to iphone,Downloading Amazon Prime Movies. The first thing you’ll want to do is download t,1,1,1.0,1.0,1.0
15006,how long do teams have to draft in the nfl,1 Each team gets assigned one draft pick per each of the 7 rounds. 2  32 additio,1,1,1.0,1.0,1.0
10754,what are bentgrass lawns,Creeping bentgrass (Agrostis palustris) is a thin-bladed cool season perennial g,1,1,1.0,1.0,1.0
12284,what does ntu mean,"From Wikipedia, the free encyclopedia. (Redirected from NTU Method). The Number ",1,1,1.0,1.0,1.0
11634,marine engineer salary per hour,"The average, or mean, wages for marine engineers and naval architects were $38.1",1,1,1.0,1.0,1.0
12810,what is cupric acetate used for,"Description. Cupric acetate (or Copper II acetate) is a greenish-blue, fine powd",1,1,1.0,1.0,1.0
13849,where was clark gable born,"William Clark Gable was born in Cadiz, Ohio, to William Henry Will Gable (1870–1",0,1,0.5,0.6309297535714575,1.0
19001,carpet dyeing cost,"1 A home with 1,000 square feet worth of carpet should be prepared to spend arou",1,1,1.0,1.0,1.0
14354,what kind of oil does wendy's use to fry in,"Wendy's made the trans fat free cooking oil announcement on August 24, 2006. The",1,1,1.0,1.0,1.0
10893,radon is,"Radon is a colorless, odorless, radioactive gas. It forms naturally from the dec",1,1,1.0,1.0,1.0
16576,definition genetic variation biology,Genetic variation is a fact that a biological system – individual and population,1,1,1.0,1.0,1.0
14155,what is flagella,"Flagella are long, thread-like appendages which provide some live single cells w",1,1,1.0,1.0,1.0
16575,cost of installing gas to dual occupancy,"5 Depending on wattage, type of sensor, and other features, the cost can range f",1,1,1.0,1.0,1.0
17062,the name tayla meanings,Meanings and history of the name Tayla: | Edit. on the first website i looked at,1,1,1.0,1.0,1.0
11406,what is sharp name,Sharp is a surname. It is cognate to the German scharf. It is also akin to words,1,1,1.0,1.0,1.0
10979,what is considered a seizure of person under the fourth amendment,[ii]. A seizure of a person is justified under the Fourth Amendment if law enfor,1,1,1.0,1.0,1.0
17895,where is cooper city located,"Cooper City is a city in Broward County, Florida, United States. The city is nam",1,1,1.0,1.0,1.0
10166,what is shown by a frequency polygon,Frequency Polygons. A frequency polygon is another way to show the information i,1,1,1.0,1.0,1.0
16712,cost of drywall installation per square foot,"All dried joint compound shall be flat, smooth and free of tool marks and ridges",1,1,1.0,1.0,1.0
11665,what is the form of the raven,. The Raven  is a narrative poem by American writer Edgar Allan Poe. First publi,1,1,1.0,1.0,1.0
14528,what is the least fastest snake on earth,6. Black mamba. The fastest snake in the world is also one of the deadliest. The,1,1,1.0,1.0,1.0
